recording_id,audio_path,folder_name,original_label_id,duration_total_sec,label_id,split,cached_audio_path,duration_sec,preprocessed,audio_path_original
Andean Guan_sound/Andean Guan26,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan26.wav,Andean Guan_sound,0,58.048,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan26.wav,58.048,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan26.mp3
Andean Guan_sound/Andean Guan27,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan27.wav,Andean Guan_sound,0,60.928,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan27.wav,60.928,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan27.mp3
Andean Guan_sound/Andean Guan28,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan28.wav,Andean Guan_sound,0,21.808,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan28.wav,21.808,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan28.mp3
Andean Guan_sound/Andean Guan29,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan29.wav,Andean Guan_sound,0,21.808,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan29.wav,21.808,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan29.mp3
Andean Guan_sound/Andean Guan3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan3.wav,Andean Guan_sound,0,63.73984375,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan3.wav,63.73984375,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan3.mp3
Andean Guan_sound/Andean Guan30,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan30.wav,Andean Guan_sound,0,21.808,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan30.wav,21.808,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan30.mp3
Andean Guan_sound/Andean Guan31,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan31.wav,Andean Guan_sound,0,7.518375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan31.wav,7.518375,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan31.mp3
Andean Guan_sound/Andean Guan4,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan4.wav,Andean Guan_sound,0,63.73984375,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan4.wav,63.73984375,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan4.mp3
Andean Guan_sound/Andean Guan5,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan5.wav,Andean Guan_sound,0,11.104,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan5.wav,11.104,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan5.mp3
Andean Guan_sound/Andean Guan6,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan6.wav,Andean Guan_sound,0,11.104,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan6.wav,11.104,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan6.mp3
Andean Guan_sound/Andean Guan7,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan7.wav,Andean Guan_sound,0,11.104,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan7.wav,11.104,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan7.mp3
Andean Guan_sound/Andean Guan8,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan8.wav,Andean Guan_sound,0,36.50703125,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan8.wav,36.50703125,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan8.mp3
Andean Guan_sound/Andean Guan9,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan9.wav,Andean Guan_sound,0,9.36,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan9.wav,9.36,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan9.mp3
Andean Tinamou_sound/Andean Tinamou10,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou10.wav,Andean Tinamou_sound,1,9.856,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou10.wav,9.856,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou10.mp3
Andean Tinamou_sound/Andean Tinamou11,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou11.wav,Andean Tinamou_sound,1,9.856,1,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou11.wav,9.856,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou11.mp3
Andean Tinamou_sound/Andean Tinamou12,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou12.wav,Andean Tinamou_sound,1,66.576,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou12.wav,66.576,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou12.mp3
Andean Tinamou_sound/Andean Tinamou13,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou13.wav,Andean Tinamou_sound,1,14.016,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou13.wav,14.016,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou13.mp3
Andean Tinamou_sound/Andean Tinamou14,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou14.wav,Andean Tinamou_sound,1,14.016,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou14.wav,14.016,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou14.mp3
Andean Tinamou_sound/Andean Tinamou17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou17.wav,Andean Tinamou_sound,1,66.768,1,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou17.wav,66.768,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou17.mp3
Andean Tinamou_sound/Andean Tinamou18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou18.wav,Andean Tinamou_sound,1,17.328,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou18.wav,17.328,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou18.mp3
Andean Tinamou_sound/Andean Tinamou19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou19.wav,Andean Tinamou_sound,1,17.328,1,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou19.wav,17.328,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou19.mp3
Andean Tinamou_sound/Andean Tinamou20,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou20.wav,Andean Tinamou_sound,1,39.712,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou20.wav,39.712,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou20.mp3
Andean Tinamou_sound/Andean Tinamou21,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou21.wav,Andean Tinamou_sound,1,7.456,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou21.wav,7.456,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou21.mp3
Andean Tinamou_sound/Andean Tinamou22,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou22.wav,Andean Tinamou_sound,1,6.736,1,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou22.wav,6.736,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou22.mp3
Andean Tinamou_sound/Andean Tinamou23,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou23.wav,Andean Tinamou_sound,1,6.544,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou23.wav,6.544,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou23.mp3
Andean Tinamou_sound/Andean Tinamou24,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou24.wav,Andean Tinamou_sound,1,75.504,1,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou24.wav,75.504,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou24.mp3
Andean Tinamou_sound/Andean Tinamou25,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou25.wav,Andean Tinamou_sound,1,11.248,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou25.wav,11.248,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou25.mp3
Andean Tinamou_sound/Andean Tinamou26,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou26.wav,Andean Tinamou_sound,1,11.248,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou26.wav,11.248,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou26.mp3
Andean Tinamou_sound/Andean Tinamou28,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou28.wav,Andean Tinamou_sound,1,5.9660625,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou28.wav,5.9660625,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou28.mp3
Andean Tinamou_sound/Andean Tinamou29,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou29.wav,Andean Tinamou_sound,1,5.9660625,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou29.wav,5.9660625,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou29.mp3
Andean Tinamou_sound/Andean Tinamou30,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou30.wav,Andean Tinamou_sound,1,26.096,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou30.wav,26.096,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou30.mp3
Andean Tinamou_sound/Andean Tinamou6,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou6.wav,Andean Tinamou_sound,1,6.24,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou6.wav,6.24,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou6.mp3
Andean Tinamou_sound/Andean Tinamou7,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou7.wav,Andean Tinamou_sound,1,22.864,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou7.wav,22.864,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou7.mp3
Andean Tinamou_sound/Andean Tinamou8,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou8.wav,Andean Tinamou_sound,1,12.416,1,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou8.wav,12.416,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou8.mp3
Andean Tinamou_sound/Andean Tinamou9,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou9.wav,Andean Tinamou_sound,1,17.99540625,1,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou9.wav,17.99540625,True,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou9.mp3
Australian Brushturkey_sound/Australian Brushturkey17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey17.wav,Australian Brushturkey_sound,2,5.17634375,2,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey17.wav,5.17634375,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey17.mp3
Australian Brushturkey_sound/Australian Brushturkey19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey19.wav,Australian Brushturkey_sound,2,64.2575625,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey19.wav,64.2575625,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey19.mp3
Australian Brushturkey_sound/Australian Brushturkey2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey2.wav,Australian Brushturkey_sound,2,34.83575,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey2.wav,34.83575,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey2.mp3
Australian Brushturkey_sound/Australian Brushturkey20,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey20.wav,Australian Brushturkey_sound,2,6.4025,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey20.wav,6.4025,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey20.mp3
Australian Brushturkey_sound/Australian Brushturkey21,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey21.wav,Australian Brushturkey_sound,2,6.4025,2,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey21.wav,6.4025,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey21.mp3
Australian Brushturkey_sound/Australian Brushturkey22,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey22.wav,Australian Brushturkey_sound,2,5.808,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey22.wav,5.808,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey22.mp3
Australian Brushturkey_sound/Australian Brushturkey23,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey23.wav,Australian Brushturkey_sound,2,5.808,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey23.wav,5.808,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey23.mp3
Australian Brushturkey_sound/Australian Brushturkey24,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey24.wav,Australian Brushturkey_sound,2,54.3516875,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey24.wav,54.3516875,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey24.mp3
Australian Brushturkey_sound/Australian Brushturkey25,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey25.wav,Australian Brushturkey_sound,2,54.3516875,2,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey25.wav,54.3516875,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey25.mp3
Australian Brushturkey_sound/Australian Brushturkey26,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey26.wav,Australian Brushturkey_sound,2,36.20571875,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey26.wav,36.20571875,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey26.mp3
Australian Brushturkey_sound/Australian Brushturkey27,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey27.wav,Australian Brushturkey_sound,2,36.20571875,2,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey27.wav,36.20571875,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey27.mp3
Australian Brushturkey_sound/Australian Brushturkey28,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey28.wav,Australian Brushturkey_sound,2,31.91321875,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey28.wav,31.91321875,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey28.mp3
Australian Brushturkey_sound/Australian Brushturkey29,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey29.wav,Australian Brushturkey_sound,2,9.424,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey29.wav,9.424,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey29.mp3
Australian Brushturkey_sound/Australian Brushturkey3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey3.wav,Australian Brushturkey_sound,2,34.83575,2,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey3.wav,34.83575,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey3.mp3
Australian Brushturkey_sound/Australian Brushturkey4,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey4.wav,Australian Brushturkey_sound,2,25.887375,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey4.wav,25.887375,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey4.mp3
Australian Brushturkey_sound/Australian Brushturkey5,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey5.wav,Australian Brushturkey_sound,2,57.3945,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey5.wav,57.3945,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey5.mp3
Australian Brushturkey_sound/Australian Brushturkey6,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey6.wav,Australian Brushturkey_sound,2,57.3945,2,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey6.wav,57.3945,True,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey6.mp3
