recording_id,audio_path,folder_name,original_label_id,duration_total_sec,label_id,split,cached_audio_path,duration_sec,preprocessed,audio_path_original,clip_id,start_sec
Andean Guan_sound/Andean Guan13,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan13.wav,Andean Guan_sound,0,27.024,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan13.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan13.mp3,Andean Guan_sound/Andean Guan13__0004,20.0
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,21.728,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3,Andean Guan_sound/Andean Guan14__0000,0.0
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,21.728,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3,Andean Guan_sound/Andean Guan14__0001,5.0
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,21.728,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3,Andean Guan_sound/Andean Guan14__0002,10.0
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,21.728,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan14.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3,Andean Guan_sound/Andean Guan14__0003,15.0
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,21.728,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3,Andean Guan_sound/Andean Guan15__0000,0.0
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,21.728,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3,Andean Guan_sound/Andean Guan15__0001,5.0
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,21.728,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3,Andean Guan_sound/Andean Guan15__0002,10.0
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,21.728,0,val,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan15.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3,Andean Guan_sound/Andean Guan15__0003,15.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0000,0.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0001,5.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0002,10.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0003,15.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0004,20.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0005,25.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0006,30.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0007,35.0
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,48.496,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan16.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3,Andean Guan_sound/Andean Guan16__0008,40.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0000,0.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0001,5.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0002,10.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0003,15.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0004,20.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0005,25.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0006,30.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0007,35.0
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,45.936,0,test,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan17.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3,Andean Guan_sound/Andean Guan17__0008,40.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0000,0.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0001,5.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0002,10.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0003,15.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0004,20.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0005,25.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0006,30.0
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,43.152,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan18.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3,Andean Guan_sound/Andean Guan18__0007,35.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0000,0.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0001,5.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0002,10.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0003,15.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0004,20.0
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,32.51215625,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan19.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3,Andean Guan_sound/Andean Guan19__0005,25.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0000,0.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0001,5.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0002,10.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0003,15.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0004,20.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0005,25.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0006,30.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0007,35.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0008,40.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0009,45.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0010,50.0
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,63.73984375,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound/Andean Guan2__0011,55.0
Andean Guan_sound/Andean Guan20,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan20.wav,Andean Guan_sound,0,12.11378125,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan20.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan20.mp3,Andean Guan_sound/Andean Guan20__0000,0.0
Andean Guan_sound/Andean Guan20,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan20.wav,Andean Guan_sound,0,12.11378125,0,train,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan20.wav,5.0,True,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan20.mp3,Andean Guan_sound/Andean Guan20__0001,5.0
