recording_id,original_audio_path,cached_audio_path,status,preprocessed,samplerate,channels,duration_sec,samples_before,samples_after,active_intervals,retained_fraction,ffmpeg_warning
Andean Guan_sound/Andean Guan21,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan21.wav,converted,True,32000.0,1.0,16.24,733177,519680,40,0.7088056499317354,
Andean Guan_sound/Andean Guan22,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan22.wav,converted,True,32000.0,1.0,16.24,733177,519680,40,0.7088056499317354,
Andean Guan_sound/Andean Guan2,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan2.wav,converted,True,32000.0,1.0,63.73984375,2592635,2039675,161,0.786718917240568,
Andean Guan_sound/Andean Guan23,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan23.wav,converted,True,32000.0,1.0,16.24,733177,519680,40,0.7088056499317354,
Andean Guan_sound/Andean Guan24,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan24.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan24.wav,converted,True,32000.0,1.0,98.97334375,3246507,3167147,6,0.9755552660135955,
Andean Guan_sound/Andean Guan25,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan25.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan25.wav,converted,True,32000.0,1.0,140.416,4696747,4493312,12,0.9566859786145603,
Andean Guan_sound/Andean Guan26,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan26.wav,converted,True,32000.0,1.0,58.048,1970774,1857536,4,0.9425413568476142,
Andean Guan_sound/Andean Guan28,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan28.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan28.wav,converted,True,32000.0,1.0,21.808,978534,697856,61,0.7131647955002075,
Andean Guan_sound/Andean Guan29,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan29.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan29.wav,converted,True,32000.0,1.0,21.808,978534,697856,61,0.7131647955002075,
Andean Guan_sound/Andean Guan27,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan27.wav,converted,True,32000.0,1.0,60.928,3335315,1949696,416,0.5845612783200388,"[mp3 @ 000001e331d256c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan30,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan30.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan30.wav,converted,True,32000.0,1.0,21.808,978534,697856,61,0.7131647955002075,
Andean Guan_sound/Andean Guan31,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan31.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan31.wav,converted,True,32000.0,1.0,7.518375,248268,240588,4,0.9690656870800909,"[mp3 @ 00000162518756c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan3,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan3.wav,converted,True,32000.0,1.0,63.73984375,2592635,2039675,161,0.786718917240568,
Andean Guan_sound/Andean Guan5,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan5.wav,converted,True,32000.0,1.0,11.104,882730,355328,58,0.4025330508762589,"[mp3 @ 000001546e2956c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan6,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan6.wav,converted,True,32000.0,1.0,11.104,882730,355328,58,0.4025330508762589,"[mp3 @ 000001afd74656c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan4,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan4.wav,converted,True,32000.0,1.0,63.73984375,2592635,2039675,161,0.786718917240568,
Andean Guan_sound/Andean Guan7,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan7.wav,converted,True,32000.0,1.0,11.104,882730,355328,58,0.4025330508762589,"[mp3 @ 000001e6db1956c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan9,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan9.wav,converted,True,32000.0,1.0,9.36,320157,299520,1,0.9355410001967784,"[mp3 @ 0000020fed9656c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan8,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Guan_sound\Andean Guan8.wav,converted,True,32000.0,1.0,36.50703125,1457505,1168225,64,0.8015238369679692,
Andean Tinamou_sound/Andean Tinamou10,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou10.wav,converted,True,32000.0,1.0,9.856,4121088,315392,46,0.07653124611753012,"[mp3 @ 000001dd352256c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou11,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou11.wav,converted,True,32000.0,1.0,9.856,4121088,315392,46,0.07653124611753012,"[mp3 @ 00000295852456c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou13,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou13.wav,converted,True,32000.0,1.0,14.016,1928464,448512,35,0.23257473305179666,"[mp3 @ 000001cfff7156c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou12,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou12.wav,converted,True,32000.0,1.0,66.576,2987573,2130432,197,0.7130978891561813,"[mp3 @ 0000024f5d0956c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou14,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou14.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou14.wav,converted,True,32000.0,1.0,14.016,1928464,448512,35,0.23257473305179666,"[mp3 @ 000001baa94956c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou15,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou15.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou15.wav,too_short_after_preprocess,,,,4.76721875,157159,152551,6,0.9706793756641363,
Andean Tinamou_sound/Andean Tinamou16,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou16.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou16.wav,too_short_after_preprocess,,,,4.76721875,157159,152551,6,0.9706793756641363,
Andean Tinamou_sound/Andean Tinamou18,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou18.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou18.wav,converted,True,32000.0,1.0,17.328,578456,554496,1,0.9585793906537403,"[mp3 @ 0000026bbeb456c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou19,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou19.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou19.wav,converted,True,32000.0,1.0,17.328,578456,554496,1,0.9585793906537403,"[mp3 @ 00000263345156c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou2,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou2.wav,too_short_after_preprocess,,,,1.968,64512,62976,1,0.9761904761904762,
Andean Tinamou_sound/Andean Tinamou17,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou17.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou17.wav,converted,True,32000.0,1.0,66.768,2156670,2136576,1,0.9906828582954277,"[mp3 @ 000001f305ca56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou21,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou21.wav,converted,True,32000.0,1.0,7.456,263315,238592,20,0.906108653134079,"[mp3 @ 000001a211ec56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou22,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou22.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou22.wav,converted,True,32000.0,1.0,6.736,235729,215552,1,0.914405949204383,"[mp3 @ 00000289dc8756c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou20,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou20.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou20.wav,converted,True,32000.0,1.0,39.712,1271432,1270784,1,0.9994903384530199,"[mp3 @ 000001e4a10656c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou23,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou23.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou23.wav,converted,True,32000.0,1.0,6.544,213160,209408,3,0.9823981985363107,"[mp3 @ 0000022433ff56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou25,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou25.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou25.wav,converted,True,32000.0,1.0,11.248,506567,359936,34,0.7105397706522533,"[mp3 @ 00000296a9db56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou26,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou26.wav,converted,True,32000.0,1.0,11.248,506567,359936,34,0.7105397706522533,"[mp3 @ 000002a9391b56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou27,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou27.wav,too_short_after_preprocess,,,,4.94728125,158825,158313,1,0.9967763261451282,
Andean Tinamou_sound/Andean Tinamou24,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou24.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou24.wav,converted,True,32000.0,1.0,75.504,2417476,2416128,1,0.9994423936369999,"[mp3 @ 000002f01ec356c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou28,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou28.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou28.wav,converted,True,32000.0,1.0,5.9660625,191426,190914,1,0.9973253372060221,"[mp3 @ 00000247648e56c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou29,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou29.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou29.wav,converted,True,32000.0,1.0,5.9660625,191426,190914,1,0.9973253372060221,"[mp3 @ 0000018b44b056c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou3,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou3.wav,too_short_after_preprocess,,,,4.544,252448,145408,19,0.5759918874382051,
Andean Tinamou_sound/Andean Tinamou31,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou31.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou31.wav,too_short_after_preprocess,,,,3.904,298423,124928,17,0.4186272505805518,
Andean Tinamou_sound/Andean Tinamou30,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou30.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou30.wav,converted,True,32000.0,1.0,26.096,1482920,835072,77,0.5631268038734389,"[mp3 @ 0000016df99156c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou4,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou4.wav,too_short_after_preprocess,,,,2.976,143778,95232,17,0.6623544631306598,
Andean Tinamou_sound/Andean Tinamou5,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou5.wav,too_short_after_preprocess,,,,2.976,143778,95232,17,0.6623544631306598,
Andean Tinamou_sound/Andean Tinamou6,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou6.wav,converted,True,32000.0,1.0,6.24,270197,199680,23,0.7390163473317617,
Andean Tinamou_sound/Andean Tinamou8,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou8.wav,converted,True,32000.0,1.0,12.416,417124,397312,1,0.9525033323424209,"[mp3 @ 0000018746a256c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou7,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou7.wav,converted,True,32000.0,1.0,22.864,764866,731648,1,0.9565701704612312,"[mp3 @ 000002a7f67456c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey10,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey10.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Andean Tinamou_sound/Andean Tinamou9,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Andean Tinamou_sound\Andean Tinamou9.wav,converted,True,32000.0,1.0,17.99540625,596845,575853,9,0.9648283892802989,"[mp3 @ 000002055cc156c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey11,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey11.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey12,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey12.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey13,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey13.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey14,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey14.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey14.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey15,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey15.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey15.wav,too_short_after_preprocess,,,,3.438625,110036,110036,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey16,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey16.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey16.wav,too_short_after_preprocess,,,,2.848,91952,91136,2,0.9911258047677048,
Australian Brushturkey_sound/Australian Brushturkey17,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey17.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey17.wav,converted,True,32000.0,1.0,5.17634375,166667,165643,1,0.9938560122879754,
Australian Brushturkey_sound/Australian Brushturkey18,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey18.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey18.wav,too_short_after_preprocess,,,,1.9608125,62746,62746,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey2,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey2.wav,converted,True,32000.0,1.0,34.83575,1114744,1114744,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey20,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey20.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey20.wav,converted,True,32000.0,1.0,6.4025,205904,204880,1,0.9950268086098376,
Australian Brushturkey_sound/Australian Brushturkey21,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey21.wav,converted,True,32000.0,1.0,6.4025,205904,204880,1,0.9950268086098376,
Australian Brushturkey_sound/Australian Brushturkey19,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey19.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey19.wav,converted,True,32000.0,1.0,64.2575625,2056242,2056242,1,1.0,
Australian Brushturkey_sound/Australian Brushturkey23,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey23.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey23.wav,converted,True,32000.0,1.0,5.808,189754,185856,1,0.9794576135417435,"[mp3 @ 000002082fea56c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey22,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey22.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey22.wav,converted,True,32000.0,1.0,5.808,189754,185856,1,0.9794576135417435,"[mp3 @ 0000013e698156c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey25,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey25.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey25.wav,converted,True,32000.0,1.0,54.3516875,1745398,1739254,6,0.9964798859629723,"[mp3 @ 000001cfd0f956c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey24,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey24.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey24.wav,converted,True,32000.0,1.0,54.3516875,1745398,1739254,6,0.9964798859629723,"[mp3 @ 00000196b80156c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey26,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Australian Brushturkey_sound\Australian Brushturkey26.wav,converted,True,32000.0,1.0,36.20571875,1158583,1158583,1,1.0,"[mp3 @ 000001b79dc756c0] Estimating duration from bitrate, this may be inaccurate
"
