recording_id,audio_path,folder_name,label_id,duration_total_sec,split,audio_path_original
Andean Guan_sound/Andean Guan27,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan27.wav,Andean Guan_sound,0,104.52108843537415,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan27.mp3
Andean Guan_sound/Andean Guan28,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan28.wav,Andean Guan_sound,0,30.579183673469387,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan28.mp3
Andean Guan_sound/Andean Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan29.wav,Andean Guan_sound,0,30.579183673469387,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan29.mp3
Andean Guan_sound/Andean Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan3.wav,Andean Guan_sound,0,81.01984126984127,val,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan3.mp3
Andean Guan_sound/Andean Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan30.wav,Andean Guan_sound,0,30.579183673469387,val,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan30.mp3
Andean Guan_sound/Andean Guan31,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan31.wav,Andean Guan_sound,0,8.396984126984126,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan31.mp3
Andean Guan_sound/Andean Guan4,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan4.wav,Andean Guan_sound,0,81.01984126984127,val,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan4.mp3
Andean Guan_sound/Andean Guan5,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan5.wav,Andean Guan_sound,0,27.87657596371882,test,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan5.mp3
Andean Guan_sound/Andean Guan6,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan6.wav,Andean Guan_sound,0,27.87657596371882,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan6.mp3
Andean Guan_sound/Andean Guan7,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan7.wav,Andean Guan_sound,0,27.87657596371882,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan7.mp3
Andean Guan_sound/Andean Guan8,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan8.wav,Andean Guan_sound,0,45.547006802721086,train,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan8.mp3
Andean Guan_sound/Andean Guan9,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan9.wav,Andean Guan_sound,0,10.305034013605445,test,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan9.mp3
Andean Tinamou_sound/Andean Tinamou10,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou10.wav,Andean Tinamou_sound,1,129.13275,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou10.mp3
Andean Tinamou_sound/Andean Tinamou11,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou11.wav,Andean Tinamou_sound,1,129.13275,val,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou11.mp3
Andean Tinamou_sound/Andean Tinamou12,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou12.wav,Andean Tinamou_sound,1,93.90092970521542,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou12.mp3
Andean Tinamou_sound/Andean Tinamou13,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou13.wav,Andean Tinamou_sound,1,60.85079365079365,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou13.mp3
Andean Tinamou_sound/Andean Tinamou14,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou14.wav,Andean Tinamou_sound,1,60.85079365079365,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou14.mp3
Andean Tinamou_sound/Andean Tinamou15,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou15.wav,Andean Tinamou_sound,1,4.911201814058957,test,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou15.mp3
Andean Tinamou_sound/Andean Tinamou16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou16.wav,Andean Tinamou_sound,1,4.911201814058957,val,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou16.mp3
Andean Tinamou_sound/Andean Tinamou17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou17.wav,Andean Tinamou_sound,1,67.69263038548753,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou17.mp3
Andean Tinamou_sound/Andean Tinamou18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou18.wav,Andean Tinamou_sound,1,18.37369614512472,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou18.mp3
Andean Tinamou_sound/Andean Tinamou19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou19.wav,Andean Tinamou_sound,1,18.37369614512472,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou19.mp3
Andean Tinamou_sound/Andean Tinamou2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou2.wav,Andean Tinamou_sound,1,3.612,val,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou2.mp3
Andean Tinamou_sound/Andean Tinamou20,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou20.wav,Andean Tinamou_sound,1,40.021632653061225,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou20.mp3
Andean Tinamou_sound/Andean Tinamou21,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou21.wav,Andean Tinamou_sound,1,8.524467120181406,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou21.mp3
Andean Tinamou_sound/Andean Tinamou22,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou22.wav,Andean Tinamou_sound,1,7.665986394557823,test,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou22.mp3
Andean Tinamou_sound/Andean Tinamou23,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou23.wav,Andean Tinamou_sound,1,6.959614512471656,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou23.mp3
Andean Tinamou_sound/Andean Tinamou24,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou24.wav,Andean Tinamou_sound,1,75.8444671201814,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou24.mp3
Andean Tinamou_sound/Andean Tinamou25,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou25.wav,Andean Tinamou_sound,1,16.124036281179137,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou25.mp3
Andean Tinamou_sound/Andean Tinamou26,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou26.wav,Andean Tinamou_sound,1,16.124036281179137,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou26.mp3
Andean Tinamou_sound/Andean Tinamou27,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou27.wav,Andean Tinamou_sound,1,5.255034013605442,val,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou27.mp3
Andean Tinamou_sound/Andean Tinamou28,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou28.wav,Andean Tinamou_sound,1,6.27374149659864,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou28.mp3
Andean Tinamou_sound/Andean Tinamou29,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou29.wav,Andean Tinamou_sound,1,6.27374149659864,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou29.mp3
Andean Tinamou_sound/Andean Tinamou3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou3.wav,Andean Tinamou_sound,1,8.577687074829932,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou3.mp3
Andean Tinamou_sound/Andean Tinamou30,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou30.wav,Andean Tinamou_sound,1,46.629002267573696,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou30.mp3
Andean Tinamou_sound/Andean Tinamou31,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou31.wav,Andean Tinamou_sound,1,9.937392290249432,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou31.mp3
Andean Tinamou_sound/Andean Tinamou4,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou4.wav,Andean Tinamou_sound,1,4.784399092970522,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou4.mp3
Andean Tinamou_sound/Andean Tinamou5,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou5.wav,Andean Tinamou_sound,1,4.784399092970522,test,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou5.mp3
Andean Tinamou_sound/Andean Tinamou6,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou6.wav,Andean Tinamou_sound,1,8.443628117913832,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou6.mp3
Andean Tinamou_sound/Andean Tinamou7,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou7.wav,Andean Tinamou_sound,1,24.09471655328798,test,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou7.mp3
Andean Tinamou_sound/Andean Tinamou8,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou8.wav,Andean Tinamou_sound,1,13.32625850340136,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou8.mp3
Andean Tinamou_sound/Andean Tinamou9,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou9.wav,Andean Tinamou_sound,1,18.956145124716556,train,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou9.mp3
Australian Brushturkey_sound/Australian Brushturkey10,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey10.wav,Australian Brushturkey_sound,2,3.4386041666666665,test,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey10.mp3
Australian Brushturkey_sound/Australian Brushturkey11,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey11.wav,Australian Brushturkey_sound,2,3.4386041666666665,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey11.mp3
Australian Brushturkey_sound/Australian Brushturkey12,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey12.wav,Australian Brushturkey_sound,2,3.4386041666666665,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey12.mp3
Australian Brushturkey_sound/Australian Brushturkey13,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey13.wav,Australian Brushturkey_sound,2,3.4386041666666665,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey13.mp3
Australian Brushturkey_sound/Australian Brushturkey14,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey14.wav,Australian Brushturkey_sound,2,3.4386041666666665,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey14.mp3
Australian Brushturkey_sound/Australian Brushturkey15,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey15.wav,Australian Brushturkey_sound,2,3.4386041666666665,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey15.mp3
Australian Brushturkey_sound/Australian Brushturkey16,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey16.wav,Australian Brushturkey_sound,2,3.1781632653061225,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey16.mp3
Australian Brushturkey_sound/Australian Brushturkey17,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey17.wav,Australian Brushturkey_sound,2,5.208333333333333,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey17.mp3
Australian Brushturkey_sound/Australian Brushturkey18,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey18.wav,Australian Brushturkey_sound,2,1.9608125,val,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey18.mp3
Australian Brushturkey_sound/Australian Brushturkey19,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey19.wav,Australian Brushturkey_sound,2,64.2575625,test,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey19.mp3
Australian Brushturkey_sound/Australian Brushturkey2,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey2.wav,Australian Brushturkey_sound,2,34.83572916666667,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey2.mp3
Australian Brushturkey_sound/Australian Brushturkey20,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey20.wav,Australian Brushturkey_sound,2,6.434479166666667,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey20.mp3
Australian Brushturkey_sound/Australian Brushturkey21,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey21.wav,Australian Brushturkey_sound,2,6.434479166666667,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey21.mp3
Australian Brushturkey_sound/Australian Brushturkey22,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey22.wav,Australian Brushturkey_sound,2,6.124671201814059,test,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey22.mp3
Australian Brushturkey_sound/Australian Brushturkey23,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey23.wav,Australian Brushturkey_sound,2,6.124671201814059,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey23.mp3
Australian Brushturkey_sound/Australian Brushturkey24,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey24.wav,Australian Brushturkey_sound,2,54.970589569161,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey24.mp3
Australian Brushturkey_sound/Australian Brushturkey25,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey25.wav,Australian Brushturkey_sound,2,54.970589569161,test,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey25.mp3
Australian Brushturkey_sound/Australian Brushturkey26,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey26.wav,Australian Brushturkey_sound,2,36.59108843537415,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey26.mp3
Australian Brushturkey_sound/Australian Brushturkey27,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey27.wav,Australian Brushturkey_sound,2,36.59108843537415,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey27.mp3
Australian Brushturkey_sound/Australian Brushturkey28,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey28.wav,Australian Brushturkey_sound,2,31.913197278911564,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey28.mp3
Australian Brushturkey_sound/Australian Brushturkey29,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey29.wav,Australian Brushturkey_sound,2,10.011383219954649,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey29.mp3
Australian Brushturkey_sound/Australian Brushturkey3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey3.wav,Australian Brushturkey_sound,2,34.83572916666667,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey3.mp3
Australian Brushturkey_sound/Australian Brushturkey4,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey4.wav,Australian Brushturkey_sound,2,26.24408163265306,val,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey4.mp3
Australian Brushturkey_sound/Australian Brushturkey5,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey5.wav,Australian Brushturkey_sound,2,58.210479166666666,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey5.mp3
Australian Brushturkey_sound/Australian Brushturkey6,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey6.wav,Australian Brushturkey_sound,2,58.210479166666666,val,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey6.mp3
Australian Brushturkey_sound/Australian Brushturkey7,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey7.wav,Australian Brushturkey_sound,2,58.210479166666666,val,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey7.mp3
Australian Brushturkey_sound/Australian Brushturkey8,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey8.wav,Australian Brushturkey_sound,2,20.378958333333333,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey8.mp3
Australian Brushturkey_sound/Australian Brushturkey9,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey9.wav,Australian Brushturkey_sound,2,2.814416666666667,train,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey9.mp3
Band-tailed Guan_sound/Band-tailed Guan10,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan10.wav,Band-tailed Guan_sound,3,146.49181405895692,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan10.mp3
Band-tailed Guan_sound/Band-tailed Guan11,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan11.wav,Band-tailed Guan_sound,3,146.49181405895692,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan11.mp3
Band-tailed Guan_sound/Band-tailed Guan12,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan12.wav,Band-tailed Guan_sound,3,37.15780045351474,test,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan12.mp3
Band-tailed Guan_sound/Band-tailed Guan13,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan13.wav,Band-tailed Guan_sound,3,41.11548752834467,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan13.mp3
Band-tailed Guan_sound/Band-tailed Guan14,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan14.wav,Band-tailed Guan_sound,3,41.34229024943311,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan14.mp3
Band-tailed Guan_sound/Band-tailed Guan15,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan15.wav,Band-tailed Guan_sound,3,3.366485260770975,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan15.mp3
Band-tailed Guan_sound/Band-tailed Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan16.wav,Band-tailed Guan_sound,3,34.360022675736964,val,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan16.mp3
Band-tailed Guan_sound/Band-tailed Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan17.wav,Band-tailed Guan_sound,3,42.99598639455783,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan17.mp3
Band-tailed Guan_sound/Band-tailed Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan18.wav,Band-tailed Guan_sound,3,42.99598639455783,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan18.mp3
Band-tailed Guan_sound/Band-tailed Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan19.wav,Band-tailed Guan_sound,3,56.0,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan19.mp3
Band-tailed Guan_sound/Band-tailed Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan2.wav,Band-tailed Guan_sound,3,70.98895691609977,train,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan2.mp3
Band-tailed Guan_sound/Band-tailed Guan20,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan20.wav,Band-tailed Guan_sound,3,102.43883333333332,val,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan20.mp3
