recording_id,audio_path,folder_name,label_id,duration_total_sec,split,clip_id,start_sec,duration_sec,audio_path_original
Andean Guan_sound/Andean Guan13,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan13.wav,Andean Guan_sound,0,28.17074829931973,train,Andean Guan_sound/Andean Guan13__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan13.mp3
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,23.07566893424036,train,Andean Guan_sound/Andean Guan14__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,23.07566893424036,train,Andean Guan_sound/Andean Guan14__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,23.07566893424036,train,Andean Guan_sound/Andean Guan14__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3
Andean Guan_sound/Andean Guan14,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan14.wav,Andean Guan_sound,0,23.07566893424036,train,Andean Guan_sound/Andean Guan14__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan14.mp3
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,23.07566893424036,val,Andean Guan_sound/Andean Guan15__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,23.07566893424036,val,Andean Guan_sound/Andean Guan15__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,23.07566893424036,val,Andean Guan_sound/Andean Guan15__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3
Andean Guan_sound/Andean Guan15,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan15.wav,Andean Guan_sound,0,23.07566893424036,val,Andean Guan_sound/Andean Guan15__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan15.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__008,40.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__009,45.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__010,50.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__011,55.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan16,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan16.wav,Andean Guan_sound,0,69.10455782312926,train,Andean Guan_sound/Andean Guan16__012,60.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan16.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__008,40.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan17,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan17.wav,Andean Guan_sound,0,50.580181405895694,test,Andean Guan_sound/Andean Guan17__009,45.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan17.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan18,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan18.wav,Andean Guan_sound,0,44.23641723356009,train,Andean Guan_sound/Andean Guan18__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan18.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan19,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan19.wav,Andean Guan_sound,0,33.39213151927438,train,Andean Guan_sound/Andean Guan19__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan19.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__008,40.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__009,45.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__010,50.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__011,55.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__012,60.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__013,65.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__014,70.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan2,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan2.wav,Andean Guan_sound,0,81.01984126984127,train,Andean Guan_sound/Andean Guan2__015,75.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3
Andean Guan_sound/Andean Guan20,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan20.wav,Andean Guan_sound,0,14.001768707482992,train,Andean Guan_sound/Andean Guan20__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan20.mp3
Andean Guan_sound/Andean Guan20,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan20.wav,Andean Guan_sound,0,14.001768707482992,train,Andean Guan_sound/Andean Guan20__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan20.mp3
Andean Guan_sound/Andean Guan21,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan21.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan21__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3
Andean Guan_sound/Andean Guan21,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan21.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan21__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3
Andean Guan_sound/Andean Guan21,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan21.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan21__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3
Andean Guan_sound/Andean Guan21,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan21.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan21__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3
Andean Guan_sound/Andean Guan22,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan22.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan22__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3
Andean Guan_sound/Andean Guan22,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan22.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan22__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3
Andean Guan_sound/Andean Guan22,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan22.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan22__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3
Andean Guan_sound/Andean Guan22,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan22.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan22__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3
Andean Guan_sound/Andean Guan23,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan23.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan23__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3
Andean Guan_sound/Andean Guan23,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan23.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan23__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3
Andean Guan_sound/Andean Guan23,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan23.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan23__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3
Andean Guan_sound/Andean Guan23,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan23.wav,Andean Guan_sound,0,22.91176870748299,train,Andean Guan_sound/Andean Guan23__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3
Andean Guan_sound/Andean Guan24,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan24.wav,Andean Guan_sound,0,101.45333333333332,train,Andean Guan_sound/Andean Guan24__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan24.mp3
Andean Guan_sound/Andean Guan24,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan24.wav,Andean Guan_sound,0,101.45333333333332,train,Andean Guan_sound/Andean Guan24__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan24.mp3
