audio_path,relative_path,folder_name,common_name_folder,file_name,file_size_bytes,readable,samplerate,channels,frames,duration_sec,format,subtype,sha256
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound\Andean Guan2.mp3,Andean Guan_sound,Andean Guan,Andean Guan2.mp3,1950478,True,44100,2,3572975,81.01984126984127,MP3,MPEG_LAYER_III,6af1fac3964759e3b64094fddc93cbd458e35da91e4f37883159966fd009c418
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan20.mp3,Andean Guan_sound\Andean Guan20.mp3,Andean Guan_sound,Andean Guan,Andean Guan20.mp3,173787,True,44100,1,617478,14.001768707482993,MP3,MPEG_LAYER_III,8ca51c6c8def8b9173ead0a3ccc708b7ebadc0bfe270cd2b06bbbc23afb789da
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan21.mp3,Andean Guan_sound\Andean Guan21.mp3,Andean Guan_sound,Andean Guan,Andean Guan21.mp3,280680,True,44100,1,1010409,22.91176870748299,MP3,MPEG_LAYER_III,fef79d2cd2e96ac601999bcdcc4a77d320dfafba75bd06cb31214c7b64abd023
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan22.mp3,Andean Guan_sound\Andean Guan22.mp3,Andean Guan_sound,Andean Guan,Andean Guan22.mp3,280680,True,44100,1,1010409,22.91176870748299,MP3,MPEG_LAYER_III,fef79d2cd2e96ac601999bcdcc4a77d320dfafba75bd06cb31214c7b64abd023
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan23.mp3,Andean Guan_sound\Andean Guan23.mp3,Andean Guan_sound,Andean Guan,Andean Guan23.mp3,280680,True,44100,1,1010409,22.91176870748299,MP3,MPEG_LAYER_III,fef79d2cd2e96ac601999bcdcc4a77d320dfafba75bd06cb31214c7b64abd023
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan24.mp3,Andean Guan_sound\Andean Guan24.mp3,Andean Guan_sound,Andean Guan,Andean Guan24.mp3,1543696,True,44100,2,4474092,101.45333333333333,MP3,MPEG_LAYER_III,6345af0a45457bca621d614ac09cf40ce149cbcb5c21465db3b8f1028eb10f23
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan25.mp3,Andean Guan_sound\Andean Guan25.mp3,Andean Guan_sound,Andean Guan,Andean Guan25.mp3,2233971,True,44100,2,6472704,146.77333333333334,MP3,MPEG_LAYER_III,0d1315d9fadd7236c7c201069de880073b26770da361e93bc53574bedcad07bd
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan26.mp3,Andean Guan_sound\Andean Guan26.mp3,Andean Guan_sound,Andean Guan,Andean Guan26.mp3,948390,True,44100,2,2715972,61.586666666666666,MP3,MPEG_LAYER_III,27f861be9cff62f72adb0e3f620fb32c979160abe8b80a11d62be495288f60d5
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan27.mp3,Andean Guan_sound\Andean Guan27.mp3,Andean Guan_sound,Andean Guan,Andean Guan27.mp3,1672501,True,44100,1,4609380,104.52108843537415,MP3,MPEG_LAYER_III,2fc18402c3792ffbd326ca973207b888eacb08404f64ba35d0e4302fe874a65a
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan28.mp3,Andean Guan_sound\Andean Guan28.mp3,Andean Guan_sound,Andean Guan,Andean Guan28.mp3,495761,True,22050,1,674271,30.579183673469387,MP3,MPEG_LAYER_III,ab74a2e2331c00d1a46b551c0feb25751e1b9452cc83504a6f8830a9342a86a3
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan29.mp3,Andean Guan_sound\Andean Guan29.mp3,Andean Guan_sound,Andean Guan,Andean Guan29.mp3,495761,True,22050,1,674271,30.579183673469387,MP3,MPEG_LAYER_III,ab74a2e2331c00d1a46b551c0feb25751e1b9452cc83504a6f8830a9342a86a3
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan3.mp3,Andean Guan_sound\Andean Guan3.mp3,Andean Guan_sound,Andean Guan,Andean Guan3.mp3,1950478,True,44100,2,3572975,81.01984126984127,MP3,MPEG_LAYER_III,6af1fac3964759e3b64094fddc93cbd458e35da91e4f37883159966fd009c418
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan30.mp3,Andean Guan_sound\Andean Guan30.mp3,Andean Guan_sound,Andean Guan,Andean Guan30.mp3,495761,True,22050,1,674271,30.579183673469387,MP3,MPEG_LAYER_III,ab74a2e2331c00d1a46b551c0feb25751e1b9452cc83504a6f8830a9342a86a3
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan31.mp3,Andean Guan_sound\Andean Guan31.mp3,Andean Guan_sound,Andean Guan,Andean Guan31.mp3,66861,True,44100,1,370307,8.396984126984126,MP3,MPEG_LAYER_III,d363f8450c1a8da805f180287cd3ef999c4bcf6a4e045b4b25fccb5b2ed09d8e
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan4.mp3,Andean Guan_sound\Andean Guan4.mp3,Andean Guan_sound,Andean Guan,Andean Guan4.mp3,1950478,True,44100,2,3572975,81.01984126984127,MP3,MPEG_LAYER_III,6af1fac3964759e3b64094fddc93cbd458e35da91e4f37883159966fd009c418
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan5.mp3,Andean Guan_sound\Andean Guan5.mp3,Andean Guan_sound,Andean Guan,Andean Guan5.mp3,446069,True,44100,2,1229357,27.87657596371882,MP3,MPEG_LAYER_III,39c7e2ca3bf656fd35faf0fdb58e1de89b5c047f02129203fd49f87ad54ba22b
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan6.mp3,Andean Guan_sound\Andean Guan6.mp3,Andean Guan_sound,Andean Guan,Andean Guan6.mp3,446069,True,44100,2,1229357,27.87657596371882,MP3,MPEG_LAYER_III,39c7e2ca3bf656fd35faf0fdb58e1de89b5c047f02129203fd49f87ad54ba22b
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan7.mp3,Andean Guan_sound\Andean Guan7.mp3,Andean Guan_sound,Andean Guan,Andean Guan7.mp3,446069,True,44100,2,1229357,27.87657596371882,MP3,MPEG_LAYER_III,39c7e2ca3bf656fd35faf0fdb58e1de89b5c047f02129203fd49f87ad54ba22b
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan8.mp3,Andean Guan_sound\Andean Guan8.mp3,Andean Guan_sound,Andean Guan,Andean Guan8.mp3,734493,True,44100,2,2008623,45.547006802721086,MP3,MPEG_LAYER_III,c4b0c1a8e7557b107e95a369a160b8bae45be1700fea845cdd5801d01e43fc03
D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan9.mp3,Andean Guan_sound\Andean Guan9.mp3,Andean Guan_sound,Andean Guan,Andean Guan9.mp3,165025,True,44100,1,454452,10.305034013605443,MP3,MPEG_LAYER_III,91ea98d86cf48907c6461883a95821d543698c0bc593e81c27b5c13b6d16dad6
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou10.mp3,Andean Tinamou_sound\Andean Tinamou10.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou10.mp3,3099314,True,48000,1,6198372,129.13275,MP3,MPEG_LAYER_III,795c6c716f370ef5d68cd524ddc9c4d26672b0a96ab1e7f2a9566e87b89dce35
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou11.mp3,Andean Tinamou_sound\Andean Tinamou11.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou11.mp3,3099314,True,48000,1,6198372,129.13275,MP3,MPEG_LAYER_III,795c6c716f370ef5d68cd524ddc9c4d26672b0a96ab1e7f2a9566e87b89dce35
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou12.mp3,Andean Tinamou_sound\Andean Tinamou12.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou12.mp3,1125124,True,44100,1,4141031,93.90092970521542,MP3,MPEG_LAYER_III,af0b9027ab193f922368d5e196e68228c8cc39393d6c8a6e0e6bb1613fe1584b
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou13.mp3,Andean Tinamou_sound\Andean Tinamou13.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou13.mp3,486854,True,44100,1,2683520,60.85079365079365,MP3,MPEG_LAYER_III,4f3a3130667382ac9fea338ee330f03202fff9b07500fc57c3552b1c273480c2
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou14.mp3,Andean Tinamou_sound\Andean Tinamou14.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou14.mp3,486854,True,44100,1,2683520,60.85079365079365,MP3,MPEG_LAYER_III,4f3a3130667382ac9fea338ee330f03202fff9b07500fc57c3552b1c273480c2
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou15.mp3,Andean Tinamou_sound\Andean Tinamou15.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou15.mp3,84621,True,44100,2,216584,4.911201814058957,MP3,MPEG_LAYER_III,c8232e3a0fcaf3989489aca93075f68ac2ad649ac017b0648b51adaee45c5b77
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou16.mp3,Andean Tinamou_sound\Andean Tinamou16.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou16.mp3,84621,True,44100,2,216584,4.911201814058957,MP3,MPEG_LAYER_III,c8232e3a0fcaf3989489aca93075f68ac2ad649ac017b0648b51adaee45c5b77
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou17.mp3,Andean Tinamou_sound\Andean Tinamou17.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou17.mp3,1083188,True,44100,1,2985245,67.69263038548753,MP3,MPEG_LAYER_III,44c21c7d8789689267c395bd1534c5dc7f8ad279293536e73d479eed60fc08af
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou18.mp3,Andean Tinamou_sound\Andean Tinamou18.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou18.mp3,294136,True,44100,1,810280,18.37369614512472,MP3,MPEG_LAYER_III,91ee1f62894050a144f6d4ba05ebc50db542fb84a06f95b75a3221681d3afe2b
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou19.mp3,Andean Tinamou_sound\Andean Tinamou19.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou19.mp3,294136,True,44100,1,810280,18.37369614512472,MP3,MPEG_LAYER_III,91ee1f62894050a144f6d4ba05ebc50db542fb84a06f95b75a3221681d3afe2b
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou2.mp3,Andean Tinamou_sound\Andean Tinamou2.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou2.mp3,10964,True,16000,1,57792,3.612,MP3,MPEG_LAYER_III,a22a004a43db9c178cb5da35b416d8e02ac635f794971dd943faf4b84a5647e8
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou20.mp3,Andean Tinamou_sound\Andean Tinamou20.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou20.mp3,640409,True,44100,1,1764954,40.021632653061225,MP3,MPEG_LAYER_III,df26de6b890a4b6377568cd6f6c2af40538bcd63b0fcc0e52bda54f00d3dec19
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou21.mp3,Andean Tinamou_sound\Andean Tinamou21.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou21.mp3,136405,True,44100,1,375929,8.524467120181406,MP3,MPEG_LAYER_III,a1a723ed293d0c57d4a81767f2247eaf622e920d129da4f78094468a21720468
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou22.mp3,Andean Tinamou_sound\Andean Tinamou22.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou22.mp3,122668,True,44100,1,338070,7.665986394557823,MP3,MPEG_LAYER_III,24afcce224d800ff7babb0cac993ae93b941a302be36dbcdbc8d4814959f1c5a
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou23.mp3,Andean Tinamou_sound\Andean Tinamou23.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou23.mp3,111365,True,44100,1,306919,6.9596145124716555,MP3,MPEG_LAYER_III,08fd42b1ece200e431b3490a33b12b15997caa8aec7e468afa152d2f6c8f383d
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou24.mp3,Andean Tinamou_sound\Andean Tinamou24.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou24.mp3,1213630,True,44100,1,3344741,75.8444671201814,MP3,MPEG_LAYER_III,60eccaeccbe29634f1ef4534fe16aa6366b8d6104c8a0c0c59f04392d3f97ebb
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou25.mp3,Andean Tinamou_sound\Andean Tinamou25.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou25.mp3,258010,True,44100,1,711070,16.124036281179137,MP3,MPEG_LAYER_III,942b68f581e5bebb133ff4c5b1d2b4521854aa22a3c13700e8fbf134b6b83ed4
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou26.mp3,Andean Tinamou_sound\Andean Tinamou26.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou26.mp3,258010,True,44100,1,711070,16.124036281179137,MP3,MPEG_LAYER_III,942b68f581e5bebb133ff4c5b1d2b4521854aa22a3c13700e8fbf134b6b83ed4
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou27.mp3,Andean Tinamou_sound\Andean Tinamou27.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou27.mp3,84089,True,44100,1,231747,5.255034013605442,MP3,MPEG_LAYER_III,e8ac20db751974b2e3a90aa44afd68b78d8693a6eedd497fc9b12368fd1cced7
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou28.mp3,Andean Tinamou_sound\Andean Tinamou28.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou28.mp3,100390,True,44100,1,276672,6.27374149659864,MP3,MPEG_LAYER_III,afe436c1c4722c92a4b8300e695885a8445a27fd4feb1c72a76a2d871b00d4b7
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou29.mp3,Andean Tinamou_sound\Andean Tinamou29.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou29.mp3,100390,True,44100,1,276672,6.27374149659864,MP3,MPEG_LAYER_III,afe436c1c4722c92a4b8300e695885a8445a27fd4feb1c72a76a2d871b00d4b7
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou3.mp3,Andean Tinamou_sound\Andean Tinamou3.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou3.mp3,60091,True,22050,1,189138,8.577687074829932,MP3,MPEG_LAYER_III,de1a9a2364c9ee7387481990d7680039d58343026894d4da50eb49c39f804afd
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou30.mp3,Andean Tinamou_sound\Andean Tinamou30.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou30.mp3,746137,True,44100,1,2056339,46.629002267573696,MP3,MPEG_LAYER_III,5f16ac7aea8a13a12944a0a651f9b6751c72f899fa663b88c201317c29ca5b2c
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou31.mp3,Andean Tinamou_sound\Andean Tinamou31.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou31.mp3,79507,True,44100,1,438239,9.937392290249432,MP3,MPEG_LAYER_III,b0c6ac46347ed21f0d0f0020aaa97e27cbca5bd69124adc513f34d9d97cb96bf
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou4.mp3,Andean Tinamou_sound\Andean Tinamou4.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou4.mp3,76558,True,44100,1,210992,4.784399092970522,MP3,MPEG_LAYER_III,8bce844179909688b9608e8edc3e98f426a902b47be52cf661b184f4e4ed4d86
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou5.mp3,Andean Tinamou_sound\Andean Tinamou5.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou5.mp3,76558,True,44100,1,210992,4.784399092970522,MP3,MPEG_LAYER_III,8bce844179909688b9608e8edc3e98f426a902b47be52cf661b184f4e4ed4d86
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou6.mp3,Andean Tinamou_sound\Andean Tinamou6.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou6.mp3,140936,True,44100,2,372364,8.443628117913832,MP3,MPEG_LAYER_III,9fbaf2c558872d0b65adab27d851c82203dd5c2a4dbdcb38ccae6438c00eff22
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou7.mp3,Andean Tinamou_sound\Andean Tinamou7.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou7.mp3,578330,True,44100,2,1062577,24.09471655328798,MP3,MPEG_LAYER_III,7219e794dc0f0ed19890a7af503ea0f78403bbcf96e66fbd11b177a1ad068cd2
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou8.mp3,Andean Tinamou_sound\Andean Tinamou8.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou8.mp3,213369,True,44100,1,587688,13.32625850340136,MP3,MPEG_LAYER_III,e15e33a88814e91b7f5b4e438ac9ae7c745847a5c19da0cea64f7a412278f2dd
D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou9.mp3,Andean Tinamou_sound\Andean Tinamou9.mp3,Andean Tinamou_sound,Andean Tinamou,Andean Tinamou9.mp3,303328,True,44100,1,835966,18.956145124716553,MP3,MPEG_LAYER_III,b596c8785e4d12ecc68eb735fc0cedd14b4f68a1ec33115d9bbd1e03a0047dd5
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey10.mp3,Australian Brushturkey_sound\Australian Brushturkey10.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey10.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey11.mp3,Australian Brushturkey_sound\Australian Brushturkey11.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey11.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey12.mp3,Australian Brushturkey_sound\Australian Brushturkey12.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey12.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey13.mp3,Australian Brushturkey_sound\Australian Brushturkey13.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey13.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey14.mp3,Australian Brushturkey_sound\Australian Brushturkey14.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey14.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey15.mp3,Australian Brushturkey_sound\Australian Brushturkey15.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey15.mp3,46211,True,48000,1,165053,3.4386041666666665,MP3,MPEG_LAYER_III,44c4a768f9e97176cd528704c011e32e7dd81e5aa3225b0ea9f134a4d8c5ab28
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey16.mp3,Australian Brushturkey_sound\Australian Brushturkey16.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey16.mp3,50734,True,44100,2,140157,3.1781632653061225,MP3,MPEG_LAYER_III,72180b664e160b54431576006d6a95fa96493ca30f3c6b424132556b898f5f19
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey17.mp3,Australian Brushturkey_sound\Australian Brushturkey17.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey17.mp3,69667,True,48000,1,250000,5.208333333333333,MP3,MPEG_LAYER_III,2d50e0c0925357a0f2b46efb77eefe07e5a49b67652db614207ef31b83ad23ff
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey18.mp3,Australian Brushturkey_sound\Australian Brushturkey18.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey18.mp3,28609,True,48000,1,94119,1.9608125,MP3,MPEG_LAYER_III,f050aedc27719376e55bf1cbd254308a5663fbf50937ac949b2c6c4a6aaf9a02
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey19.mp3,Australian Brushturkey_sound\Australian Brushturkey19.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey19.mp3,784317,True,48000,1,3084363,64.2575625,MP3,MPEG_LAYER_III,a41a1f0ce2bfd0cc9cdfde4e4bf5911a6a6d0df8c2189a3c4d1cd28c19b0e4f1
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey2.mp3,Australian Brushturkey_sound\Australian Brushturkey2.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey2.mp3,1121437,True,48000,2,1672115,34.83572916666667,MP3,MPEG_LAYER_III,8e9fda0df24d9559f3f495d7cabe5cfdd31c83ce9d70d428a23dc01408c8af24
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey20.mp3,Australian Brushturkey_sound\Australian Brushturkey20.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey20.mp3,82672,True,48000,1,308855,6.434479166666667,MP3,MPEG_LAYER_III,3d89f2c6f49502c293a20e47320c39e4483c8d4bedf675a4f6b87dc97ed0ab36
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey21.mp3,Australian Brushturkey_sound\Australian Brushturkey21.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey21.mp3,82672,True,48000,1,308855,6.434479166666667,MP3,MPEG_LAYER_III,3d89f2c6f49502c293a20e47320c39e4483c8d4bedf675a4f6b87dc97ed0ab36
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey22.mp3,Australian Brushturkey_sound\Australian Brushturkey22.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey22.mp3,147007,True,44100,2,270098,6.124671201814059,MP3,MPEG_LAYER_III,b04845b5b03daec88c18d7d0a59aa46b18c554a1dd3e9794aca584b0da7ff527
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey23.mp3,Australian Brushturkey_sound\Australian Brushturkey23.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey23.mp3,147007,True,44100,2,270098,6.124671201814059,MP3,MPEG_LAYER_III,b04845b5b03daec88c18d7d0a59aa46b18c554a1dd3e9794aca584b0da7ff527
D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey24.mp3,Australian Brushturkey_sound\Australian Brushturkey24.mp3,Australian Brushturkey_sound,Australian Brushturkey,Australian Brushturkey24.mp3,877511,True,44100,2,2424203,54.970589569161,MP3,MPEG_LAYER_III,377a716db3cf83afac04ec67e211db80146c0a3b70bab2ee3225fcc18798c041
